frame.time_delta,frame.time_relative,frame.len,ip.src,ip.dst,tcp.srcport,tcp.dstport,tcp.flags,tcp.time_delta,tcp.len,tcp.ack,tcp.connection.fin,tcp.connection.rst,tcp.connection.sack,tcp.connection.syn,tcp.flags.ack,tcp.flags.fin,tcp.flags.push,tcp.flags.reset,tcp.flags.syn,tcp.flags.urg,tcp.hdr_len,tcp.payload,tcp.pdu.size,tcp.window_size_value,tcp.checksum,mqtt.clientid,mqtt.clientid_len,mqtt.conack.flags,mqtt.conack.val,mqtt.conflag.passwd,mqtt.conflag.qos,mqtt.conflag.reserved,mqtt.conflag.retain,mqtt.conflag.willflag,mqtt.conflags,mqtt.dupflag,mqtt.hdrflags,mqtt.kalive,mqtt.len,mqtt.msg,mqtt.msgtype,mqtt.qos,mqtt.retain,mqtt.topic,mqtt.topic_len,mqtt.ver,mqtt.willmsg_len,ip.proto,ip.ttl,class,label
0.000437,0.382695,66,10.16.120.44,10.16.120.72,57930,1883,0x00000010,0.000456,0,1,0,0,0,0,1,0,0,0,0,0,32,0,0,229,0x000042d8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,64,Attack,1
2.60E-05,0.382721,66,10.16.120.44,10.16.120.72,57928,1883,0x00000010,0.000463,0,5,0,0,0,0,1,0,0,0,0,0,32,0,0,229,0x00003915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,64,Attack,1
0.000511,0.383232,95,10.16.120.44,10.16.120.72,57930,1883,0x00000018,0.000537,29,1,0,0,0,0,1,0,1,0,0,0,32,10:1e:00:04:4d:51:54:54:04:02:ff:ff:00:12:73:6c:6f:77:69:74:65:73:6c:6f:77:69:74:65:73,0,229,0x00000fcc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,64,Attack,1
2.60E-05,0.383258,66,10.16.120.72,10.16.120.44,1883,57930,0x00000010,2.60E-05,0,30,0,0,0,0,1,0,0,0,0,0,32,0,0,227,0x000042bb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,64,Attack,1
5.00E-06,0.383263,95,10.16.120.44,10.16.120.72,57924,1883,0x00000018,0.003084,29,1,0,0,0,0,1,0,1,0,0,0,32,10:1e:00:04:4d:51:54:54:04:02:ff:ff:00:12:73:6c:6f:77:69:74:65:73:6c:6f:77:69:74:65:73,0,229,0x00000f8e,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,64,Attack,1
8.00E-06,0.383271,66,10.16.120.72,10.16.120.44,1883,57924,0x00000010,8.00E-06,0,30,0,0,0,0,1,0,0,0,0,0,32,0,0,227,0x0000427b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,64,Attack,1
0.000489,0.38376,69,10.16.120.44,10.16.120.72,57930,1883,0x00000018,0.000502,3,1,0,0,0,0,1,0,1,0,0,0,32,35:30:32,32,229,0x0000db7d,slowiteslowites502,18,0,0,0,0,0,0,0,0x00000002,0,0x00000010,65535,30,0,1,0,0,0,0,4,0,6,64,Attack,1
9.00E-06,0.383769,66,10.16.120.72,10.16.120.44,1883,57930,0x00000010,9.00E-06,0,33,0,0,0,0,1,0,0,0,0,0,32,0,0,227,0x000042b7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,64,Attack,1
8.00E-06,0.383777,69,10.16.120.44,10.16.120.72,57924,1883,0x00000018,0.000506,3,1,0,0,0,0,1,0,1,0,0,0,32,34:39:38,32,229,0x0000d634,slowiteslowites498,18,0,0,0,0,0,0,0,0x00000002,0,0x00000010,65535,30,0,1,0,0,0,0,4,0,6,64,Attack,1
6.00E-06,0.383783,66,10.16.120.72,10.16.120.44,1883,57924,0x00000010,6.00E-06,0,33,0,0,0,0,1,0,0,0,0,0,32,0,0,227,0x00004277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,64,Attack,1
4.00E-06,0.383787,74,10.16.120.44,10.16.120.72,57932,1883,0x00000002,0,0,0,0,0,0,1,0,0,0,0,1,0,40,0,0,29200,0x00005097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,64,Attack,1
2.00E-05,0.383807,74,10.16.120.72,10.16.120.44,1883,57932,0x00000012,2.00E-05,0,1,0,0,1,0,1,0,0,0,1,0,40,0,0,28960,0x0000d54a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,64,Attack,1
1.50E-05,0.383822,70,10.16.120.72,10.16.120.44,1883,57930,0x00000018,5.30E-05,4,33,0,0,0,0,1,0,1,0,0,0,32,20:02:00:00,4,227,0x000022a9,0,0,0x00000000,0,0,0,0,0,0,0,0,0x00000020,0,2,0,2,0,0,0,0,0,0,6,64,Attack,1
9.10E-05,0.383913,70,10.16.120.72,10.16.120.44,1883,57924,0x00000018,0.00013,4,33,0,0,0,0,1,0,1,0,0,0,32,20:02:00:00,4,227,0x00002269,0,0,0x00000000,0,0,0,0,0,0,0,0,0x00000020,0,2,0,2,0,0,0,0,0,0,6,64,Attack,1
0.000341,0.384254,66,10.16.120.44,10.16.120.72,57932,1883,0x00000010,0.000447,0,1,0,0,0,0,1,0,0,0,0,0,32,0,0,229,0x00007451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,64,Attack,1
2.90E-05,0.384283,66,10.16.120.44,10.16.120.72,57930,1883,0x00000010,0.000461,0,5,0,0,0,0,1,0,0,0,0,0,32,0,0,229,0x000042b0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,64,Attack,1
8.00E-06,0.384291,66,10.16.120.44,10.16.120.72,57924,1883,0x00000010,0.000378,0,5,0,0,0,0,1,0,0,0,0,0,32,0,0,229,0x00004270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,64,Attack,1
0.000373,0.384664,95,10.16.120.44,10.16.120.72,57932,1883,0x00000018,0.00041,29,1,0,0,0,0,1,0,1,0,0,0,32,10:1e:00:04:4d:51:54:54:04:02:ff:ff:00:12:73:6c:6f:77:69:74:65:73:6c:6f:77:69:74:65:73,0,229,0x00004146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,64,Attack,1
2.00E-05,0.384684,66,10.16.120.72,10.16.120.44,1883,57932,0x00000010,2.00E-05,0,30,0,0,0,0,1,0,0,0,0,0,32,0,0,227,0x00007435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,64,Attack,1
6.00E-06,0.38469,74,10.16.120.44,10.16.120.72,57934,1883,0x00000002,0,0,0,0,0,0,1,0,0,0,0,1,0,40,0,0,29200,0x00003b99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,64,Attack,1
1.80E-05,0.384708,74,10.16.120.72,10.16.120.44,1883,57934,0x00000012,1.80E-05,0,1,0,0,1,0,1,0,0,0,1,0,40,0,0,28960,0x0000dbca,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,64,Attack,1
0.000403,0.385111,69,10.16.120.44,10.16.120.72,57932,1883,0x00000018,0.000427,3,1,0,0,0,0,1,0,1,0,0,0,32,35:30:31,32,229,0x00000df7,slowiteslowites501,18,0,0,0,0,0,0,0,0x00000002,0,0x00000010,65535,30,0,1,0,0,0,0,4,0,6,64,Attack,1
1.00E-05,0.385121,66,10.16.120.72,10.16.120.44,1883,57932,0x00000010,1.00E-05,0,33,0,0,0,0,1,0,0,0,0,0,32,0,0,227,0x00007431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,64,Attack,1
9.00E-06,0.38513,66,10.16.120.44,10.16.120.72,57934,1883,0x00000010,0.000422,0,1,0,0,0,0,1,0,0,0,0,0,32,0,0,229,0x00007ad1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,64,Attack,1
4.40E-05,0.385174,70,10.16.120.72,10.16.120.44,1883,57932,0x00000018,5.30E-05,4,33,0,0,0,0,1,0,1,0,0,0,32,20:02:00:00,4,227,0x00005423,0,0,0x00000000,0,0,0,0,0,0,0,0,0x00000020,0,2,0,2,0,0,0,0,0,0,6,64,Attack,1
0.000348,0.385522,66,10.16.120.44,10.16.120.72,57932,1883,0x00000010,0.000348,0,5,0,0,0,0,1,0,0,0,0,0,32,0,0,229,0x0000742b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,64,Attack,1
0.000491,0.386013,95,10.16.120.44,10.16.120.72,57934,1883,0x00000018,0.000883,29,1,0,0,0,0,1,0,1,0,0,0,32,10:1e:00:04:4d:51:54:54:04:02:ff:ff:00:12:73:6c:6f:77:69:74:65:73:6c:6f:77:69:74:65:73,0,229,0x000047c6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,64,Attack,1
2.00E-05,0.386033,66,10.16.120.72,10.16.120.44,1883,57934,0x00000010,2.00E-05,0,30,0,0,0,0,1,0,0,0,0,0,32,0,0,227,0x00007ab5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,64,Attack,1
0.000348,0.386381,74,10.16.120.44,10.16.120.72,57936,1883,0x00000002,0,0,0,0,0,0,1,0,0,0,0,1,0,40,0,0,29200,0x00005d77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,64,Attack,1
1.90E-05,0.3864,74,10.16.120.72,10.16.120.44,1883,57936,0x00000012,1.90E-05,0,1,0,0,1,0,1,0,0,0,1,0,40,0,0,28960,0x0000bd70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,64,Attack,1
5.00E-06,0.386405,69,10.16.120.44,10.16.120.72,57934,1883,0x00000018,0.000372,3,1,0,0,0,0,1,0,1,0,0,0,32,35:30:33,32,229,0x00001277,slowiteslowites503,18,0,0,0,0,0,0,0,0x00000002,0,0x00000010,65535,30,0,1,0,0,0,0,4,0,6,64,Attack,1
7.00E-06,0.386412,66,10.16.120.72,10.16.120.44,1883,57934,0x00000010,7.00E-06,0,33,0,0,0,0,1,0,0,0,0,0,32,0,0,227,0x00007ab1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,64,Attack,1
4.80E-05,0.38646,70,10.16.120.72,10.16.120.44,1883,57934,0x00000018,4.80E-05,4,33,0,0,0,0,1,0,1,0,0,0,32,20:02:00:00,4,227,0x00005aa3,0,0,0x00000000,0,0,0,0,0,0,0,0,0x00000020,0,2,0,2,0,0,0,0,0,0,6,64,Attack,1
0.000374,0.386834,66,10.16.120.44,10.16.120.72,57936,1883,0x00000010,0.000434,0,1,0,0,0,0,1,0,0,0,0,0,32,0,0,229,0x00005c78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,64,Attack,1
3.10E-05,0.386865,74,10.16.120.44,10.16.120.72,57938,1883,0x00000002,0,0,0,0,0,0,1,0,0,0,0,1,0,40,0,0,29200,0x00003a87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,64,Attack,1
2.00E-05,0.386885,74,10.16.120.72,10.16.120.44,1883,57938,0x00000012,2.00E-05,0,1,0,0,1,0,1,0,0,0,1,0,40,0,0,28960,0x0000eaf3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,64,Attack,1
5.00E-06,0.38689,66,10.16.120.44,10.16.120.72,57934,1883,0x00000010,0.00043,0,5,0,0,0,0,1,0,0,0,0,0,32,0,0,229,0x00007aab,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,64,Attack,1
0.000394,0.387284,66,10.16.120.44,10.16.120.72,57938,1883,0x00000010,0.000399,0,1,0,0,0,0,1,0,0,0,0,0,32,0,0,229,0x000089fa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,64,Attack,1
0.000697,0.387981,95,10.16.120.44,10.16.120.72,57938,1883,0x00000018,0.000697,29,1,0,0,0,0,1,0,1,0,0,0,32,10:1e:00:04:4d:51:54:54:04:02:ff:ff:00:12:73:6c:6f:77:69:74:65:73:6c:6f:77:69:74:65:73,0,229,0x000056ef,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,64,Attack,1
2.30E-05,0.388004,66,10.16.120.72,10.16.120.44,1883,57938,0x00000010,2.30E-05,0,30,0,0,0,0,1,0,0,0,0,0,32,0,0,227,0x000089de,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,64,Attack,1
5.00E-06,0.388009,95,10.16.120.44,10.16.120.72,57936,1883,0x00000018,0.001175,29,1,0,0,0,0,1,0,1,0,0,0,32,10:1e:00:04:4d:51:54:54:04:02:ff:ff:00:12:73:6c:6f:77:69:74:65:73:6c:6f:77:69:74:65:73,0,229,0x0000296c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,64,Attack,1
8.00E-06,0.388017,66,10.16.120.72,10.16.120.44,1883,57936,0x00000010,8.00E-06,0,30,0,0,0,0,1,0,0,0,0,0,32,0,0,227,0x00005c5a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,64,Attack,1
0.000371,0.388388,69,10.16.120.44,10.16.120.72,57938,1883,0x00000018,0.000384,3,1,0,0,0,0,1,0,1,0,0,0,32,35:30:35,32,229,0x00001fa0,slowiteslowites505,18,0,0,0,0,0,0,0,0x00000002,0,0x00000010,65535,30,0,1,0,0,0,0,4,0,6,64,Attack,1
1.00E-05,0.388398,66,10.16.120.72,10.16.120.44,1883,57938,0x00000010,1.00E-05,0,33,0,0,0,0,1,0,0,0,0,0,32,0,0,227,0x000089da,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,64,Attack,1
8.00E-06,0.388406,69,10.16.120.44,10.16.120.72,57936,1883,0x00000018,0.000389,3,1,0,0,0,0,1,0,1,0,0,0,32,35:30:34,32,229,0x0000f31b,slowiteslowites504,18,0,0,0,0,0,0,0,0x00000002,0,0x00000010,65535,30,0,1,0,0,0,0,4,0,6,64,Attack,1
6.00E-06,0.388412,66,10.16.120.72,10.16.120.44,1883,57936,0x00000010,6.00E-06,0,33,0,0,0,0,1,0,0,0,0,0,32,0,0,227,0x00005c56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,64,Attack,1
3.70E-05,0.388449,70,10.16.120.72,10.16.120.44,1883,57938,0x00000018,5.10E-05,4,33,0,0,0,0,1,0,1,0,0,0,32,20:02:00:00,4,227,0x000069cc,0,0,0x00000000,0,0,0,0,0,0,0,0,0x00000020,0,2,0,2,0,0,0,0,0,0,6,64,Attack,1
9.00E-05,0.388539,70,10.16.120.72,10.16.120.44,1883,57936,0x00000018,0.000127,4,33,0,0,0,0,1,0,1,0,0,0,32,20:02:00:00,4,227,0x00003c47,0,0,0x00000000,0,0,0,0,0,0,0,0,0x00000020,0,2,0,2,0,0,0,0,0,0,6,64,Attack,1
0.000259,0.388798,66,10.16.120.44,10.16.120.72,57938,1883,0x00000010,0.000349,0,5,0,0,0,0,1,0,0,0,0,0,32,0,0,229,0x000089d4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,64,Attack,1
9.00E-06,0.388807,66,10.16.120.44,10.16.120.72,57936,1883,0x00000010,0.000268,0,5,0,0,0,0,1,0,0,0,0,0,32,0,0,229,0x00005c4f,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,64,Attack,1
0.055101,0.443908,74,10.16.120.44,10.16.120.72,57946,1883,0x00000002,0,0,0,0,0,0,1,0,0,0,0,1,0,40,0,0,29200,0x00009cfb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,64,Attack,1
3.70E-05,0.443945,74,10.16.120.72,10.16.120.44,1883,57946,0x00000012,3.70E-05,0,1,0,0,1,0,1,0,0,0,1,0,40,0,0,28960,0x00002251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,64,Attack,1
6.00E-06,0.443951,74,10.16.120.44,10.16.120.72,57944,1883,0x00000002,0,0,0,0,0,0,1,0,0,0,0,1,0,40,0,0,29200,0x0000800a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,64,Attack,1
1.10E-05,0.443962,74,10.16.120.72,10.16.120.44,1883,57944,0x00000012,1.10E-05,0,1,0,0,1,0,1,0,0,0,1,0,40,0,0,28960,0x0000215b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,64,Attack,1
3.00E-06,0.443965,74,10.16.120.44,10.16.120.72,57940,1883,0x00000002,0,0,0,0,0,0,1,0,0,0,0,1,0,40,0,0,29200,0x0000bd68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,64,Attack,1
1.00E-05,0.443975,74,10.16.120.72,10.16.120.44,1883,57940,0x00000012,1.00E-05,0,1,0,0,1,0,1,0,0,0,1,0,40,0,0,28960,0x0000c85c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,64,Attack,1
3.00E-06,0.443978,74,10.16.120.44,10.16.120.72,57942,1883,0x00000002,0,0,0,0,0,0,1,0,0,0,0,1,0,40,0,0,29200,0x00007ca5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,64,Attack,1
1.00E-05,0.443988,74,10.16.120.72,10.16.120.44,1883,57942,0x00000012,1.00E-05,0,1,0,0,1,0,1,0,0,0,1,0,40,0,0,28960,0x000065ac,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,64,Attack,1
0.000212,0.4442,74,10.16.120.44,10.16.120.72,57962,1883,0x00000002,0,0,0,0,0,0,1,0,0,0,0,1,0,40,0,0,29200,0x0000715b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,64,Attack,1
1.00E-05,0.44421,74,10.16.120.72,10.16.120.44,1883,57962,0x00000012,1.00E-05,0,1,0,0,1,0,1,0,0,0,1,0,40,0,0,28960,0x0000589c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,64,Attack,1
4.00E-06,0.444214,74,10.16.120.44,10.16.120.72,57960,1883,0x00000002,0,0,0,0,0,0,1,0,0,0,0,1,0,40,0,0,29200,0x00008e58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,64,Attack,1
9.00E-06,0.444223,74,10.16.120.72,10.16.120.44,1883,57960,0x00000012,9.00E-06,0,1,0,0,1,0,1,0,0,0,1,0,40,0,0,28960,0x0000541f,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,64,Attack,1
4.00E-06,0.444227,74,10.16.120.44,10.16.120.72,57964,1883,0x00000002,0,0,0,0,0,0,1,0,0,0,0,1,0,40,0,0,29200,0x000013a9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,64,Attack,1
9.00E-06,0.444236,74,10.16.120.72,10.16.120.44,1883,57964,0x00000012,9.00E-06,0,1,0,0,1,0,1,0,0,0,1,0,40,0,0,28960,0x00003148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,64,Attack,1
4.00E-06,0.44424,74,10.16.120.44,10.16.120.72,57966,1883,0x00000002,0,0,0,0,0,0,1,0,0,0,0,1,0,40,0,0,29200,0x00007fa3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,64,Attack,1
9.00E-06,0.444249,74,10.16.120.72,10.16.120.44,1883,57966,0x00000012,9.00E-06,0,1,0,0,1,0,1,0,0,0,1,0,40,0,0,28960,0x000039a8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,64,Attack,1
0.000157,0.444406,66,10.16.120.44,10.16.120.72,57946,1883,0x00000010,0.000461,0,1,0,0,0,0,1,0,0,0,0,0,32,0,0,229,0x0000c158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,64,Attack,1
3.00E-05,0.444436,74,10.16.120.44,10.16.120.72,57968,1883,0x00000002,0,0,0,0,0,0,1,0,0,0,0,1,0,40,0,0,29200,0x00001f7f,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,64,Attack,1
1.20E-05,0.444448,74,10.16.120.72,10.16.120.44,1883,57968,0x00000012,1.20E-05,0,1,0,0,1,0,1,0,0,0,1,0,40,0,0,28960,0x00001cca,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,64,Attack,1
3.00E-06,0.444451,74,10.16.120.44,10.16.120.72,57970,1883,0x00000002,0,0,0,0,0,0,1,0,0,0,0,1,0,40,0,0,29200,0x00009928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,64,Attack,1
1.10E-05,0.444462,74,10.16.120.72,10.16.120.44,1883,57970,0x00000012,1.10E-05,0,1,0,0,1,0,1,0,0,0,1,0,40,0,0,28960,0x000018d9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,64,Attack,1
4.00E-06,0.444466,66,10.16.120.44,10.16.120.72,57944,1883,0x00000010,0.000504,0,1,0,0,0,0,1,0,0,0,0,0,32,0,0,229,0x0000c062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,64,Attack,1
1.50E-05,0.444481,66,10.16.120.44,10.16.120.72,57940,1883,0x00000010,0.000506,0,1,0,0,0,0,1,0,0,0,0,0,32,0,0,229,0x00006764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,64,Attack,1
1.30E-05,0.444494,66,10.16.120.44,10.16.120.72,57942,1883,0x00000010,0.000506,0,1,0,0,0,0,1,0,0,0,0,0,32,0,0,229,0x000004b4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,64,Attack,1
1.40E-05,0.444508,74,10.16.120.44,10.16.120.72,57972,1883,0x00000002,0,0,0,0,0,0,1,0,0,0,0,1,0,40,0,0,29200,0x00005049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,64,Attack,1
1.20E-05,0.44452,74,10.16.120.72,10.16.120.44,1883,57972,0x00000012,1.20E-05,0,1,0,0,1,0,1,0,0,0,1,0,40,0,0,28960,0x00007786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,64,Attack,1
4.00E-06,0.444524,74,10.16.120.44,10.16.120.72,57974,1883,0x00000002,0,0,0,0,0,0,1,0,0,0,0,1,0,40,0,0,29200,0x00007ebe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,64,Attack,1
1.00E-05,0.444534,74,10.16.120.72,10.16.120.44,1883,57974,0x00000012,1.00E-05,0,1,0,0,1,0,1,0,0,0,1,0,40,0,0,28960,0x00003bfe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,64,Attack,1
4.00E-06,0.444538,74,10.16.120.44,10.16.120.72,57976,1883,0x00000002,0,0,0,0,0,0,1,0,0,0,0,1,0,40,0,0,29200,0x00008675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,64,Attack,1
1.00E-05,0.444548,74,10.16.120.72,10.16.120.44,1883,57976,0x00000012,1.00E-05,0,1,0,0,1,0,1,0,0,0,1,0,40,0,0,28960,0x0000f2fe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,64,Attack,1
3.80E-05,0.444586,66,10.16.120.44,10.16.120.72,57962,1883,0x00000010,0.000376,0,1,0,0,0,0,1,0,0,0,0,0,32,0,0,229,0x0000f7a3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,64,Attack,1
2.40E-05,0.44461,66,10.16.120.44,10.16.120.72,57960,1883,0x00000010,0.000387,0,1,0,0,0,0,1,0,0,0,0,0,32,0,0,229,0x0000f326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,64,Attack,1
1.30E-05,0.444623,66,10.16.120.44,10.16.120.72,57964,1883,0x00000010,0.000387,0,1,0,0,0,0,1,0,0,0,0,0,32,0,0,229,0x0000d04f,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,64,Attack,1
1.20E-05,0.444635,74,10.16.120.44,10.16.120.72,57978,1883,0x00000002,0,0,0,0,0,0,1,0,0,0,0,1,0,40,0,0,29200,0x0000ccdf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,64,Attack,1
1.30E-05,0.444648,74,10.16.120.72,10.16.120.44,1883,57978,0x00000012,1.30E-05,0,1,0,0,1,0,1,0,0,0,1,0,40,0,0,28960,0x0000db90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,64,Attack,1
4.00E-06,0.444652,66,10.16.120.44,10.16.120.72,57966,1883,0x00000010,0.000403,0,1,0,0,0,0,1,0,0,0,0,0,32,0,0,229,0x0000d8af,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,64,Attack,1
1.50E-05,0.444667,74,10.16.120.44,10.16.120.72,57980,1883,0x00000002,0,0,0,0,0,0,1,0,0,0,0,1,0,40,0,0,29200,0x0000df49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,64,Attack,1
1.20E-05,0.444679,74,10.16.120.72,10.16.120.44,1883,57980,0x00000012,1.20E-05,0,1,0,0,1,0,1,0,0,0,1,0,40,0,0,28960,0x00008d9b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,64,Attack,1
4.00E-06,0.444683,74,10.16.120.44,10.16.120.72,57982,1883,0x00000002,0,0,0,0,0,0,1,0,0,0,0,1,0,40,0,0,29200,0x0000ae41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,64,Attack,1
1.00E-05,0.444693,74,10.16.120.72,10.16.120.44,1883,57982,0x00000012,1.00E-05,0,1,0,0,1,0,1,0,0,0,1,0,40,0,0,28960,0x00000d79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,64,Attack,1
3.00E-06,0.444696,66,10.16.120.44,10.16.120.72,57968,1883,0x00000010,0.000248,0,1,0,0,0,0,1,0,0,0,0,0,32,0,0,229,0x0000bbd1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,64,Attack,1
1.60E-05,0.444712,74,10.16.120.44,10.16.120.72,57984,1883,0x00000002,0,0,0,0,0,0,1,0,0,0,0,1,0,40,0,0,29200,0x0000dde6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,64,Attack,1
