frame.time_delta,tcp.time_delta,tcp.flags.ack,tcp.flags.push,tcp.flags.reset,mqtt.hdrflags,mqtt.msgtype,mqtt.qos,mqtt.retain,mqtt.ver,class,label
0.000134,0.000373,1,1,0,0x00000010,1,0,0,4,Attack,1
1e-05,1e-05,1,0,0,0,0,0,0,0,Attack,1
7e-06,0.034172,1,1,0,0,0,0,0,0,Attack,1
9e-06,9e-06,1,0,0,0,0,0,0,0,Attack,1
4e-06,0.000375,1,0,0,0,0,0,0,0,Attack,1
7e-06,0.000297,1,0,0,0,0,0,0,0,Attack,1
5e-06,0.02511,1,1,0,0,0,0,0,0,Attack,1
8e-06,8e-06,1,0,0,0,0,0,0,0,Attack,1
4e-06,4.4e-05,1,1,0,0x00000020,2,0,0,0,Attack,1
0.000157,0.000345,1,1,0,0x00000010,1,0,0,4,Attack,1
1e-05,1e-05,1,0,0,0,0,0,0,0,Attack,1
4.3e-05,4.3e-05,1,1,0,0x00000020,2,0,0,0,Attack,1
0.000156,0.000394,1,1,0,0x00000010,1,0,0,4,Attack,1
8e-06,8e-06,1,0,0,0,0,0,0,0,Attack,1
1.1e-05,0.000389,1,1,0,0x00000010,1,0,0,4,Attack,1
6e-06,6e-06,1,0,0,0,0,0,0,0,Attack,1
4e-06,0.000395,1,0,0,0,0,0,0,0,Attack,1
8e-06,0.000193,1,0,0,0,0,0,0,0,Attack,1
1.6e-05,4.5e-05,1,1,0,0x00000020,2,0,0,0,Attack,1
7.6e-05,0.000104,1,1,0,0x00000020,2,0,0,0,Attack,1
0.000113,0.0,0,0,0,0,0,0,0,0,Attack,1
2.1e-05,2.1e-05,1,0,0,0,0,0,0,0,Attack,1
5e-06,0.0,0,0,0,0,0,0,0,0,Attack,1
1e-05,1e-05,1,0,0,0,0,0,0,0,Attack,1
3e-06,0.000228,1,0,0,0,0,0,0,0,Attack,1
0.000165,0.000317,1,0,0,0,0,0,0,0,Attack,1
0.000205,0.000388,1,0,0,0,0,0,0,0,Attack,1
2.7e-05,0.0004,1,0,0,0,0,0,0,0,Attack,1
0.000468,0.0,0,0,0,0,0,0,0,0,Attack,1
2.3e-05,2.3e-05,1,0,0,0,0,0,0,0,Attack,1
5e-06,0.02662,1,1,0,0,0,0,0,0,Attack,1
1.5e-05,1.5e-05,1,0,0,0,0,0,0,0,Attack,1
4e-06,0.026629,1,1,0,0,0,0,0,0,Attack,1
8e-06,8e-06,1,0,0,0,0,0,0,0,Attack,1
0.000343,0.0,0,0,0,0,0,0,0,0,Attack,1
1.6e-05,1.6e-05,1,0,0,0,0,0,0,0,Attack,1
5e-06,0.000914,1,1,0,0,0,0,0,0,Attack,1
1.4e-05,1.4e-05,1,0,0,0,0,0,0,0,Attack,1
3e-06,0.000413,1,0,0,0,0,0,0,0,Attack,1
2e-05,0.002893,1,1,0,0,0,0,0,0,Attack,1
1.1e-05,1.1e-05,1,0,0,0,0,0,0,0,Attack,1
4e-06,0.000428,1,1,0,0x00000010,1,0,0,4,Attack,1
6e-06,6e-06,1,0,0,0,0,0,0,0,Attack,1
4e-06,0.000426,1,1,0,0x00000010,1,0,0,4,Attack,1
5e-06,5e-06,1,0,0,0,0,0,0,0,Attack,1
0.000161,0.00017,1,1,0,0x00000020,2,0,0,0,Attack,1
8.6e-05,0.000247,1,1,0,0x00000020,2,0,0,0,Attack,1
4.3e-05,0.003148,1,1,0,0,0,0,0,0,Attack,1
2e-05,2e-05,1,0,0,0,0,0,0,0,Attack,1
4e-06,0.000386,1,0,0,0,0,0,0,0,Attack,1
2.5e-05,0.000392,1,1,0,0x00000010,1,0,0,4,Attack,1
9e-06,9e-06,1,0,0,0,0,0,0,0,Attack,1
0.000165,0.000165,1,1,0,0x00000020,2,0,0,0,Attack,1
2.5e-05,0.000557,1,1,0,0x00000010,1,0,0,4,Attack,1
1.1e-05,1.1e-05,1,0,0,0,0,0,0,0,Attack,1
4e-06,0.000392,1,0,0,0,0,0,0,0,Attack,1
4.9e-05,5.3e-05,1,1,0,0x00000020,2,0,0,0,Attack,1
6.6e-05,0.000421,1,0,0,0,0,0,0,0,Attack,1
7e-06,0.000365,1,1,0,0x00000010,1,0,0,4,Attack,1
7e-06,7e-06,1,0,0,0,0,0,0,0,Attack,1
1e-05,0.00409,1,1,0,0,0,0,0,0,Attack,1
9e-06,9e-06,1,0,0,0,0,0,0,0,Attack,1
3e-06,0.000191,1,0,0,0,0,0,0,0,Attack,1
2.3e-05,4.5e-05,1,1,0,0x00000020,2,0,0,0,Attack,1
0.00022,0.000345,1,0,0,0,0,0,0,0,Attack,1
1.2e-05,0.000258,1,1,0,0x00000010,1,0,0,4,Attack,1
8e-06,8e-06,1,0,0,0,0,0,0,0,Attack,1
9e-06,0.000249,1,0,0,0,0,0,0,0,Attack,1
5.5e-05,6.4e-05,1,1,0,0x00000020,2,0,0,0,Attack,1
0.000161,0.008191,1,1,0,0,0,0,0,0,Attack,1
2e-05,2e-05,1,0,0,0,0,0,0,0,Attack,1
5e-06,0.006258,1,1,0,0,0,0,0,0,Attack,1
7e-06,7e-06,1,0,0,0,0,0,0,0,Attack,1
3e-06,0.000196,1,0,0,0,0,0,0,0,Attack,1
0.000168,0.000183,1,1,0,0x00000010,1,0,0,4,Attack,1
9e-06,9e-06,1,0,0,0,0,0,0,0,Attack,1
7e-06,0.000187,1,1,0,0x00000010,1,0,0,4,Attack,1
6e-06,6e-06,1,0,0,0,0,0,0,0,Attack,1
4e-06,0.006157,1,1,0,0,0,0,0,0,Attack,1
8e-06,8e-06,1,0,0,0,0,0,0,0,Attack,1
1.7e-05,4.2e-05,1,1,0,0x00000020,2,0,0,0,Attack,1
7.7e-05,0.000106,1,1,0,0x00000020,2,0,0,0,Attack,1
7.7e-05,0.000171,1,1,0,0x00000010,1,0,0,4,Attack,1
9e-06,9e-06,1,0,0,0,0,0,0,0,Attack,1
7e-06,0.00017,1,0,0,0,0,0,0,0,Attack,1
3.4e-05,4.1e-05,1,1,0,0x00000020,2,0,0,0,Attack,1
0.000155,0.000282,1,0,0,0,0,0,0,0,Attack,1
7e-06,0.000162,1,0,0,0,0,0,0,0,Attack,1
0.000485,0.00737,1,1,0,0,0,0,0,0,Attack,1
1.6e-05,1.6e-05,1,0,0,0,0,0,0,0,Attack,1
4e-06,0.011244,1,1,0,0,0,0,0,0,Attack,1
7e-06,7e-06,1,0,0,0,0,0,0,0,Attack,1
0.000202,0.002576,1,1,0,0,0,0,0,0,Attack,1
1.5e-05,1.5e-05,1,0,0,0,0,0,0,0,Attack,1
5e-06,0.000233,1,1,0,0x00000010,1,0,0,4,Attack,1
6e-06,6e-06,1,0,0,0,0,0,0,0,Attack,1
4e-06,0.000232,1,1,0,0x00000010,1,0,0,4,Attack,1
6e-06,6e-06,1,0,0,0,0,0,0,0,Attack,1
4e-06,0.00352,1,1,0,0,0,0,0,0,Attack,1
7e-06,7e-06,1,0,0,0,0,0,0,0,Attack,1
4e-06,0.002263,1,1,0,0,0,0,0,0,Attack,1
8e-06,8e-06,1,0,0,0,0,0,0,0,Attack,1
3.7e-05,7e-05,1,1,0,0x00000020,2,0,0,0,Attack,1
3e-05,9e-05,1,1,0,0x00000020,2,0,0,0,Attack,1
0.000296,0.000407,1,1,0,0x00000010,1,0,0,4,Attack,1
9e-06,9e-06,1,0,0,0,0,0,0,0,Attack,1
9e-06,0.000393,1,1,0,0x00000010,1,0,0,4,Attack,1
6e-06,6e-06,1,0,0,0,0,0,0,0,Attack,1
4e-06,0.000391,1,1,0,0x00000010,1,0,0,4,Attack,1
6e-06,6e-06,1,0,0,0,0,0,0,0,Attack,1
4e-06,0.000364,1,0,0,0,0,0,0,0,Attack,1
7e-06,0.000341,1,0,0,0,0,0,0,0,Attack,1
7e-06,4.3e-05,1,1,0,0x00000020,2,0,0,0,Attack,1
7.7e-05,0.000105,1,1,0,0x00000020,2,0,0,0,Attack,1
2.8e-05,0.000123,1,1,0,0x00000020,2,0,0,0,Attack,1
0.000215,0.00032,1,0,0,0,0,0,0,0,Attack,1
7e-06,0.00025,1,0,0,0,0,0,0,0,Attack,1
4e-06,0.000226,1,0,0,0,0,0,0,0,Attack,1
0.001567,0.0,0,0,0,0,0,0,0,0,Attack,1
3e-05,3e-05,1,0,0,0,0,0,0,0,Attack,1
5e-06,0.0,0,0,0,0,0,0,0,0,Attack,1
1e-05,1e-05,1,0,0,0,0,0,0,0,Attack,1
0.000467,0.000482,1,0,0,0,0,0,0,0,Attack,1
2.9e-05,0.000496,1,0,0,0,0,0,0,0,Attack,1
0.00071,0.00071,1,1,0,0,0,0,0,0,Attack,1
2.4e-05,2.4e-05,1,0,0,0,0,0,0,0,Attack,1
6e-06,0.0,0,0,0,0,0,0,0,0,Attack,1
1.7e-05,1.7e-05,1,0,0,0,0,0,0,0,Attack,1
4e-06,0.0,0,0,0,0,0,0,0,0,Attack,1
1.3e-05,1.3e-05,1,0,0,0,0,0,0,0,Attack,1
3e-06,0.0,0,0,0,0,0,0,0,0,Attack,1
1.2e-05,1.2e-05,1,0,0,0,0,0,0,0,Attack,1
0.000307,0.000362,1,1,0,0x00000010,1,0,0,4,Attack,1
9e-06,9e-06,1,0,0,0,0,0,0,0,Attack,1
1.1e-05,0.000359,1,0,0,0,0,0,0,0,Attack,1
2.3e-05,0.000365,1,0,0,0,0,0,0,0,Attack,1
1.5e-05,0.000365,1,0,0,0,0,0,0,0,Attack,1
4e-06,5.3e-05,1,1,0,0x00000020,2,0,0,0,Attack,1
0.000329,0.000329,1,0,0,0,0,0,0,0,Attack,1
0.000248,0.001764,1,1,0,0,0,0,0,0,Attack,1
2.4e-05,2.4e-05,1,0,0,0,0,0,0,0,Attack,1
6e-06,0.000611,1,1,0,0,0,0,0,0,Attack,1
8e-06,8e-06,1,0,0,0,0,0,0,0,Attack,1
0.00037,0.000384,1,1,0,0x00000010,1,0,0,4,Attack,1
1.1e-05,1.1e-05,1,0,0,0,0,0,0,0,Attack,1
9e-06,0.00039,1,1,0,0x00000010,1,0,0,4,Attack,1
6e-06,6e-06,1,0,0,0,0,0,0,0,Attack,1
4e-06,0.001034,1,1,0,0,0,0,0,0,Attack,1
9e-06,9e-06,1,0,0,0,0,0,0,0,Attack,1
2.1e-05,4.9e-05,1,1,0,0x00000020,2,0,0,0,Attack,1
7.9e-05,0.000113,1,1,0,0x00000020,2,0,0,0,Attack,1
0.000146,0.001312,1,1,0,0,0,0,0,0,Attack,1
1.5e-05,1.5e-05,1,0,0,0,0,0,0,0,Attack,1
4e-06,0.000265,1,1,0,0x00000010,1,0,0,4,Attack,1
6e-06,6e-06,1,0,0,0,0,0,0,0,Attack,1
3e-06,0.000253,1,0,0,0,0,0,0,0,Attack,1
8e-06,0.000182,1,0,0,0,0,0,0,0,Attack,1
6e-05,7.1e-05,1,1,0,0x00000020,2,0,0,0,Attack,1
5.1e-05,0.000132,1,1,0,0x00000010,1,0,0,4,Attack,1
8e-06,8e-06,1,0,0,0,0,0,0,0,Attack,1
4.2e-05,4.2e-05,1,1,0,0x00000020,2,0,0,0,Attack,1
0.000213,0.000314,1,0,0,0,0,0,0,0,Attack,1
8e-06,0.000221,1,0,0,0,0,0,0,0,Attack,1
0.001222,0.0,0,0,0,0,0,0,0,0,Attack,1
2.6e-05,2.6e-05,1,0,0,0,0,0,0,0,Attack,1
5e-06,0.0,0,0,0,0,0,0,0,0,Attack,1
1e-05,1e-05,1,0,0,0,0,0,0,0,Attack,1
0.00053,0.000545,1,0,0,0,0,0,0,0,Attack,1
2.7e-05,0.000557,1,0,0,0,0,0,0,0,Attack,1
0.000673,0.0007,1,1,0,0,0,0,0,0,Attack,1
2.2e-05,2.2e-05,1,0,0,0,0,0,0,0,Attack,1
6e-06,0.000701,1,1,0,0,0,0,0,0,Attack,1
7e-06,7e-06,1,0,0,0,0,0,0,0,Attack,1
0.000453,0.000466,1,1,0,0x00000010,1,0,0,4,Attack,1
9e-06,9e-06,1,0,0,0,0,0,0,0,Attack,1
8e-06,0.0,0,0,0,0,0,0,0,0,Attack,1
1.9e-05,1.9e-05,1,0,0,0,0,0,0,0,Attack,1
4e-06,0.000493,1,1,0,0x00000010,1,0,0,4,Attack,1
7e-06,7e-06,1,0,0,0,0,0,0,0,Attack,1
3e-06,0.0,0,0,0,0,0,0,0,0,Attack,1
1.1e-05,5.2e-05,1,1,0,0x00000020,2,0,0,0,Attack,1
6e-06,1.7e-05,1,0,0,0,0,0,0,0,Attack,1
8.3e-05,0.000103,1,1,0,0x00000020,2,0,0,0,Attack,1
0.000291,0.000405,1,0,0,0,0,0,0,0,Attack,1
2.6e-05,0.000406,1,0,0,0,0,0,0,0,Attack,1
8e-06,0.000408,1,0,0,0,0,0,0,0,Attack,1
1.5e-05,0.00034,1,0,0,0,0,0,0,0,Attack,1
0.00066,0.000709,1,1,0,0,0,0,0,0,Attack,1
2.2e-05,2.2e-05,1,0,0,0,0,0,0,0,Attack,1
6e-06,0.000703,1,1,0,0,0,0,0,0,Attack,1
8e-06,8e-06,1,0,0,0,0,0,0,0,Attack,1
0.000455,0.000469,1,1,0,0x00000010,1,0,0,4,Attack,1
1.2e-05,1.2e-05,1,0,0,0,0,0,0,0,Attack,1
9e-06,0.000476,1,1,0,0x00000010,1,0,0,4,Attack,1
6e-06,6e-06,1,0,0,0,0,0,0,0,Attack,1
4e-05,5.5e-05,1,1,0,0x00000020,2,0,0,0,Attack,1
8.6e-05,0.000126,1,1,0,0x00000020,2,0,0,0,Attack,1
0.000377,0.000463,1,0,0,0,0,0,0,0,Attack,1
9e-06,0.000386,1,0,0,0,0,0,0,0,Attack,1
0.000524,0.0,0,0,0,0,0,0,0,0,Attack,1
2e-05,2e-05,1,0,0,0,0,0,0,0,Attack,1
5e-06,0.0,0,0,0,0,0,0,0,0,Attack,1
9e-06,9e-06,1,0,0,0,0,0,0,0,Attack,1
0.000498,0.000512,1,0,0,0,0,0,0,0,Attack,1
3.7e-05,0.000535,1,0,0,0,0,0,0,0,Attack,1
0.000826,0.000863,1,1,0,0,0,0,0,0,Attack,1
2.3e-05,2.3e-05,1,0,0,0,0,0,0,0,Attack,1
5e-06,0.000854,1,1,0,0,0,0,0,0,Attack,1
7e-06,7e-06,1,0,0,0,0,0,0,0,Attack,1
0.000454,0.000466,1,1,0,0x00000010,1,0,0,4,Attack,1
9e-06,9e-06,1,0,0,0,0,0,0,0,Attack,1
9e-06,0.000472,1,1,0,0x00000010,1,0,0,4,Attack,1
7e-06,7e-06,1,0,0,0,0,0,0,0,Attack,1
3e-06,0.0,0,0,0,0,0,0,0,0,Attack,1
1.8e-05,1.8e-05,1,0,0,0,0,0,0,0,Attack,1
1.3e-05,5e-05,1,1,0,0x00000020,2,0,0,0,Attack,1
8.3e-05,0.000117,1,1,0,0x00000020,2,0,0,0,Attack,1
0.000309,0.000405,1,0,0,0,0,0,0,0,Attack,1
2.7e-05,0.000419,1,0,0,0,0,0,0,0,Attack,1
8e-06,0.000344,1,0,0,0,0,0,0,0,Attack,1
0.00055,0.000585,1,1,0,0,0,0,0,0,Attack,1
2.4e-05,2.4e-05,1,0,0,0,0,0,0,0,Attack,1
0.000374,0.000374,1,1,0,0x00000010,1,0,0,4,Attack,1
9e-06,9e-06,1,0,0,0,0,0,0,0,Attack,1
4.9e-05,4.9e-05,1,1,0,0x00000020,2,0,0,0,Attack,1
0.000311,0.000311,1,0,0,0,0,0,0,0,Attack,1
0.000983,0.0,0,0,0,0,0,0,0,0,Attack,1
2e-05,2e-05,1,0,0,0,0,0,0,0,Attack,1
0.000512,0.000512,1,0,0,0,0,0,0,0,Attack,1
0.000781,0.000781,1,1,0,0,0,0,0,0,Attack,1
2.2e-05,2.2e-05,1,0,0,0,0,0,0,0,Attack,1
0.000426,0.000426,1,1,0,0x00000010,1,0,0,4,Attack,1
8e-06,8e-06,1,0,0,0,0,0,0,0,Attack,1
4.6e-05,4.6e-05,1,1,0,0x00000020,2,0,0,0,Attack,1
0.000356,0.000356,1,0,0,0,0,0,0,0,Attack,1
0.000245,0.0,0,0,0,0,0,0,0,0,Attack,1
2.2e-05,2.2e-05,1,0,0,0,0,0,0,0,Attack,1
0.000428,0.000428,1,0,0,0,0,0,0,0,Attack,1
0.000495,0.000495,1,1,0,0,0,0,0,0,Attack,1
2.2e-05,2.2e-05,1,0,0,0,0,0,0,0,Attack,1
6e-06,0.0,0,0,0,0,0,0,0,0,Attack,1
1.6e-05,1.6e-05,1,0,0,0,0,0,0,0,Attack,1
0.000485,0.000507,1,1,0,0x00000010,1,0,0,4,Attack,1
1e-05,1e-05,1,0,0,0,0,0,0,0,Attack,1
8e-06,0.000503,1,0,0,0,0,0,0,0,Attack,1
2.1e-05,0.0,0,0,0,0,0,0,0,0,Attack,1
1.6e-05,1.6e-05,1,0,0,0,0,0,0,0,Attack,1
5e-06,5e-05,1,1,0,0x00000020,2,0,0,0,Attack,1
0.00031,0.000352,1,1,0,0,0,0,0,0,Attack,1
2.3e-05,2.3e-05,1,0,0,0,0,0,0,0,Attack,1
8e-06,0.000346,1,0,0,0,0,0,0,0,Attack,1
2.5e-05,0.000366,1,0,0,0,0,0,0,0,Attack,1
8e-06,3.3e-05,1,1,0,0,0,0,0,0,Attack,1
9e-06,9e-06,1,0,0,0,0,0,0,0,Attack,1
0.000418,0.000468,1,1,0,0x00000010,1,0,0,4,Attack,1
1.2e-05,1.2e-05,1,0,0,0,0,0,0,0,Attack,1
1e-05,0.00044,1,1,0,0x00000010,1,0,0,4,Attack,1
6e-06,6e-06,1,0,0,0,0,0,0,0,Attack,1
4e-06,0.0,0,0,0,0,0,0,0,0,Attack,1
1.7e-05,1.7e-05,1,0,0,0,0,0,0,0,Attack,1
1.6e-05,5.3e-05,1,1,0,0x00000020,2,0,0,0,Attack,1
8.3e-05,0.00012,1,1,0,0x00000020,2,0,0,0,Attack,1
0.000343,0.000442,1,0,0,0,0,0,0,0,Attack,1
2.9e-05,0.000455,1,0,0,0,0,0,0,0,Attack,1
8e-06,0.00038,1,0,0,0,0,0,0,0,Attack,1
0.000955,0.0,0,0,0,0,0,0,0,0,Attack,1
2.8e-05,2.8e-05,1,0,0,0,0,0,0,0,Attack,1
6e-06,0.0,0,0,0,0,0,0,0,0,Attack,1
1e-05,1e-05,1,0,0,0,0,0,0,0,Attack,1
4e-06,0.0,0,0,0,0,0,0,0,0,Attack,1
1e-05,1e-05,1,0,0,0,0,0,0,0,Attack,1
0.000391,0.000421,1,0,0,0,0,0,0,0,Attack,1
2.5e-05,0.00043,1,0,0,0,0,0,0,0,Attack,1
1.6e-05,0.000432,1,0,0,0,0,0,0,0,Attack,1
1.4e-05,0.001496,1,1,0,0,0,0,0,0,Attack,1
1e-05,1e-05,1,0,0,0,0,0,0,0,Attack,1
0.000379,0.000419,1,1,0,0,0,0,0,0,Attack,1
2.2e-05,2.2e-05,1,0,0,0,0,0,0,0,Attack,1
4e-06,0.000405,1,1,0,0x00000010,1,0,0,4,Attack,1
6e-06,6e-06,1,0,0,0,0,0,0,0,Attack,1
4e-06,0.000439,1,1,0,0,0,0,0,0,Attack,1
8e-06,8e-06,1,0,0,0,0,0,0,0,Attack,1
6.6e-05,7.8e-05,1,1,0,0x00000020,2,0,0,0,Attack,1
0.000296,0.0,0,0,0,0,0,0,0,0,Attack,1
2e-05,2e-05,1,0,0,0,0,0,0,0,Attack,1
4e-06,0.00032,1,0,0,0,0,0,0,0,Attack,1
8e-06,0.000416,1,1,0,0x00000010,1,0,0,4,Attack,1
6e-06,6e-06,1,0,0,0,0,0,0,0,Attack,1
1e-05,2.4e-05,1,0,0,0,0,0,0,0,Attack,1
4e-06,0.000414,1,1,0,0x00000010,1,0,0,4,Attack,1
6e-06,6e-06,1,0,0,0,0,0,0,0,Attack,1
2.9e-05,4.9e-05,1,1,0,0x00000020,2,0,0,0,Attack,1
8.1e-05,0.00011,1,1,0,0x00000020,2,0,0,0,Attack,1
0.0002,0.0,0,0,0,0,0,0,0,0,Attack,1
1.6e-05,1.6e-05,1,0,0,0,0,0,0,0,Attack,1
5e-06,0.000369,1,0,0,0,0,0,0,0,Attack,1
2.6e-05,0.000328,1,0,0,0,0,0,0,0,Attack,1
9e-06,0.000256,1,0,0,0,0,0,0,0,Attack,1
0.000357,0.000397,1,0,0,0,0,0,0,0,Attack,1
0.00029,0.000682,1,1,0,0,0,0,0,0,Attack,1
2.1e-05,2.1e-05,1,0,0,0,0,0,0,0,Attack,1
5e-06,0.0,0,0,0,0,0,0,0,0,Attack,1
1.7e-05,1.7e-05,1,0,0,0,0,0,0,0,Attack,1
0.000405,0.000427,1,1,0,0x00000010,1,0,0,4,Attack,1
9e-06,9e-06,1,0,0,0,0,0,0,0,Attack,1
8e-06,0.000422,1,0,0,0,0,0,0,0,Attack,1
4.3e-05,5.1e-05,1,1,0,0x00000020,2,0,0,0,Attack,1
0.000374,0.000374,1,0,0,0,0,0,0,0,Attack,1
1.1e-05,0.0,0,0,0,0,0,0,0,0,Attack,1
2e-05,2e-05,1,0,0,0,0,0,0,0,Attack,1
5e-06,0.0,0,0,0,0,0,0,0,0,Attack,1
9e-06,9e-06,1,0,0,0,0,0,0,0,Attack,1
4e-06,0.0,0,0,0,0,0,0,0,0,Attack,1
9e-06,9e-06,1,0,0,0,0,0,0,0,Attack,1
0.000285,0.001515,1,1,0,0,0,0,0,0,Attack,1
1.6e-05,1.6e-05,1,0,0,0,0,0,0,0,Attack,1
5e-06,0.003167,1,1,0,0,0,0,0,0,Attack,1
8e-06,8e-06,1,0,0,0,0,0,0,0,Attack,1
3e-06,0.000344,1,0,0,0,0,0,0,0,Attack,1
2.1e-05,0.000351,1,0,0,0,0,0,0,0,Attack,1
1.6e-05,0.0,0,0,0,0,0,0,0,0,Attack,1
1.4e-05,1.4e-05,1,0,0,0,0,0,0,0,Attack,1
5e-06,0.000373,1,0,0,0,0,0,0,0,Attack,1
0.000268,0.00034,1,1,0,0x00000010,1,0,0,4,Attack,1
1.3e-05,1.3e-05,1,0,0,0,0,0,0,0,Attack,1
5e-06,0.000345,1,1,0,0x00000010,1,0,0,4,Attack,1
6e-06,6e-06,1,0,0,0,0,0,0,0,Attack,1
4e-06,0.000301,1,0,0,0,0,0,0,0,Attack,1
1.7e-05,0.001161,1,1,0,0,0,0,0,0,Attack,1
1e-05,1e-05,1,0,0,0,0,0,0,0,Attack,1
9e-05,0.000121,1,1,0,0x00000020,2,0,0,0,Attack,1
0.000148,0.00028,1,1,0,0x00000020,2,0,0,0,Attack,1
0.000213,0.000451,1,1,0,0x00000010,1,0,0,4,Attack,1
1.1e-05,1.1e-05,1,0,0,0,0,0,0,0,Attack,1
9e-06,0.000381,1,0,0,0,0,0,0,0,Attack,1
8e-06,0.000241,1,0,0,0,0,0,0,0,Attack,1
3.2e-05,4.9e-05,1,1,0,0x00000020,2,0,0,0,Attack,1
0.000266,0.0,0,0,0,0,0,0,0,0,Attack,1
2e-05,2e-05,1,0,0,0,0,0,0,0,Attack,1
5e-06,0.000291,1,0,0,0,0,0,0,0,Attack,1
0.000467,0.000472,1,0,0,0,0,0,0,0,Attack,1
2.3e-05,0.00165,1,1,0,0,0,0,0,0,Attack,1
1e-05,1e-05,1,0,0,0,0,0,0,0,Attack,1
3e-06,0.001684,1,1,0,0,0,0,0,0,Attack,1
8e-06,8e-06,1,0,0,0,0,0,0,0,Attack,1
0.000203,0.001839,1,1,0,0,0,0,0,0,Attack,1
1.6e-05,1.6e-05,1,0,0,0,0,0,0,0,Attack,1
5e-06,0.000224,1,1,0,0x00000010,1,0,0,4,Attack,1
6e-06,6e-06,1,0,0,0,0,0,0,0,Attack,1
6.7e-05,6.7e-05,1,1,0,0x00000020,2,0,0,0,Attack,1
0.00011,0.000418,1,1,0,0x00000010,1,0,0,4,Attack,1
9e-06,9e-06,1,0,0,0,0,0,0,0,Attack,1
8e-06,0.000468,1,1,0,0,0,0,0,0,Attack,1
9e-06,9e-06,1,0,0,0,0,0,0,0,Attack,1
3e-05,4.7e-05,1,1,0,0x00000020,2,0,0,0,Attack,1
0.000231,0.000397,1,0,0,0,0,0,0,0,Attack,1
9e-06,0.0,0,0,0,0,0,0,0,0,Attack,1
1.9e-05,1.9e-05,1,0,0,0,0,0,0,0,Attack,1
5e-06,0.000294,1,1,0,0x00000010,1,0,0,4,Attack,1
6e-06,6e-06,1,0,0,0,0,0,0,0,Attack,1
8e-06,0.000278,1,0,0,0,0,0,0,0,Attack,1
3.8e-05,4.6e-05,1,1,0,0x00000020,2,0,0,0,Attack,1
0.000406,0.000463,1,0,0,0,0,0,0,0,Attack,1
3e-05,0.000436,1,0,0,0,0,0,0,0,Attack,1
0.000209,0.001205,1,1,0,0x00000010,1,0,0,4,Attack,1
1.4e-05,1.4e-05,1,0,0,0,0,0,0,0,Attack,1
9e-06,0.0,0,0,0,0,0,0,0,0,Attack,1
1.9e-05,1.9e-05,1,0,0,0,0,0,0,0,Attack,1
4e-06,0.00281,1,1,0,0,0,0,0,0,Attack,1
1e-05,1e-05,1,0,0,0,0,0,0,0,Attack,1
3e-06,0.000298,1,1,0,0,0,0,0,0,Attack,1
8e-06,8e-06,1,0,0,0,0,0,0,0,Attack,1
4e-06,5.7e-05,1,1,0,0x00000020,2,0,0,0,Attack,1
0.000279,0.000308,1,0,0,0,0,0,0,0,Attack,1
2.8e-05,0.000322,1,1,0,0x00000010,1,0,0,4,Attack,1
1.1e-05,1.1e-05,1,0,0,0,0,0,0,0,Attack,1
4e-06,0.000326,1,1,0,0x00000010,1,0,0,4,Attack,1
6e-06,6e-06,1,0,0,0,0,0,0,0,Attack,1
4e-06,0.000332,1,0,0,0,0,0,0,0,Attack,1
7e-06,0.0,0,0,0,0,0,0,0,0,Attack,1
1.4e-05,1.4e-05,1,0,0,0,0,0,0,0,Attack,1
0.000178,0.000213,1,1,0,0x00000020,2,0,0,0,Attack,1
3.4e-05,0.000237,1,1,0,0x00000020,2,0,0,0,Attack,1
6.8e-05,0.000354,1,1,0,0,0,0,0,0,Attack,1
2e-05,2e-05,1,0,0,0,0,0,0,0,Attack,1
5e-06,0.000305,1,0,0,0,0,0,0,0,Attack,1
2.4e-05,0.000151,1,0,0,0,0,0,0,0,Attack,1
8e-06,0.000125,1,0,0,0,0,0,0,0,Attack,1
9.8e-05,0.000135,1,1,0,0x00000010,1,0,0,4,Attack,1
1.1e-05,1.1e-05,1,0,0,0,0,0,0,0,Attack,1
5e-06,0.000146,1,1,0,0,0,0,0,0,Attack,1
7e-06,7e-06,1,0,0,0,0,0,0,0,Attack,1
0.000118,0.00013,1,1,0,0x00000020,2,0,0,0,Attack,1
0.000195,0.000313,1,1,0,0x00000010,1,0,0,4,Attack,1
1e-05,1e-05,1,0,0,0,0,0,0,0,Attack,1
2.3e-05,0.0,0,0,0,0,0,0,0,0,Attack,1
2.1e-05,2.1e-05,1,0,0,0,0,0,0,0,Attack,1
4e-06,0.000253,1,0,0,0,0,0,0,0,Attack,1
2.2e-05,7e-05,1,1,0,0x00000020,2,0,0,0,Attack,1
0.000414,0.00044,1,0,0,0,0,0,0,0,Attack,1
3.5e-05,0.000449,1,0,0,0,0,0,0,0,Attack,1
0.000456,0.000491,1,1,0,0,0,0,0,0,Attack,1
2.3e-05,2.3e-05,1,0,0,0,0,0,0,0,Attack,1
0.000301,0.000301,1,1,0,0x00000010,1,0,0,4,Attack,1
1e-05,1e-05,1,0,0,0,0,0,0,0,Attack,1
7e-06,0.0,0,0,0,0,0,0,0,0,Attack,1
2e-05,2e-05,1,0,0,0,0,0,0,0,Attack,1
4e-06,0.0,0,0,0,0,0,0,0,0,Attack,1
1e-05,1e-05,1,0,0,0,0,0,0,0,Attack,1
4e-06,0.0,0,0,0,0,0,0,0,0,Attack,1
